created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
2022-09-11T06:17:48.000Z,"tidak semua daerah memiliki sinyal yang bagus, tidak semua memiliki smart phone/internet.",Negatif,tidak semua daerah memiliki sinyal yang bagus tidak semua memiliki smart phone internet,tidak semua daerah memiliki sinyal yang bagus tidak semua memiliki smart phone internet,tidak semua daerah memiliki sinyal yang bagus tidak semua memiliki smart phone internet,[],[],[],"['tidak', 'semua', 'daerah', 'memiliki', 'sinyal', 'yang', 'bagus', 'tidak', 'semua', 'memiliki', 'smart', 'phone', 'internet']",daerah memiliki sinyal bagus memiliki smart phone internet,daerah milik sinyal bagus milik smart phone internet
2022-09-11T06:17:36.000Z,curiga,Negatif,curiga,curiga,curiga,[],[],[],['curiga'],curiga,curiga
2022-09-11T06:16:58.000Z,"apa jangan"" gara"" itu smuanya skrg harus pke ap.kan data disitu di ksih😂",Negatif,apa jangan gara itu smuanya skrg harus pke ap kan data disitu di ksih,apa jangan gara itu smuanya skrg harus pke ap kan data disitu di ksih,apa jangan gara itu smuanya sekarang harus pakai apa kan data disitu di kasih,"['sekarang', 'pakai', 'apa', 'kasih']","['skrg', 'pke', 'ap', 'ksih']","[2391620460065178535, 5235543071147008557, -6072711932321346731, 4966478515329096366]","['apa', 'jangan', 'gara', 'itu', 'smuanya', 'sekarang', 'harus', 'pakai', 'apa', 'kan', 'data', 'disitu', 'di', 'kasih']",gara smuanya pakai data disitu kasih,gara smuanya pakai data situ kasih
2022-09-11T06:16:58.000Z,pantesan data kita bocorrr😂😅😅😂😅😂😅😂,Negatif,pantesan data kita bocorrr,pantesan data kita bocorrr,pantesan data kita bocorrr,[],[],[],"['pantesan', 'data', 'kita', 'bocorrr']",pantesan data bocorrr,pantesan data bocorrr
2022-09-11T06:15:20.000Z,usulan yang membagongkan,Negatif,usulan yang membagongkan,usulan yang membagongkan,usulan yang membagongkan,[],[],[],"['usulan', 'yang', 'membagongkan']",usulan membagongkan,usul bagong
2022-09-11T06:15:05.000Z,udah di mulai nih😂😂😂,Positif,udah di mulai nih,udah di mulai nih,sudah di mulai nih,['sudah'],['udah'],[-3393784963511566665],"['sudah', 'di', 'mulai', 'nih']",,
2022-09-11T06:12:30.000Z,"negoro ne wes ra kuat tuku kertas, 🤣🤣",Positif,negoro ne wes ra kuat tuku kertas,negoro ne wes ra kuat tuku kertas,negoro ini wes ra kuat tuku kertas,['ini'],['ne'],[-7398200945629153056],"['negoro', 'ini', 'wes', 'ra', 'kuat', 'tuku', 'kertas']",negoro wes ra kuat tuku kertas,negoro wes ra kuat tuku kertas
2022-09-11T06:04:00.000Z,BIG NO,Negatif,BIG NO,big no,big no,[],[],[],"['big', 'no']",big no,big no
2022-09-11T05:59:39.000Z,hacker full senyum😁,Negatif,hacker full senyum,hacker full senyum,hacker full senyum,[],[],[],"['hacker', 'full', 'senyum']",hacker full senyum,hacker full senyum
2022-09-11T05:58:30.000Z,klo beneran online puan pasti naik,Positif,klo beneran online puan pasti naik,klo beneran online puan pasti naik,kalau benaran online puan pasti naik,"['kalau', 'benaran']","['klo', 'beneran']","[7187231021383550789, -4483029184638075365]","['kalau', 'benaran', 'online', 'puan', 'pasti', 'naik']",benaran online,benar online
2022-09-11T05:55:21.000Z,Partai kerbau 😂😂,Positif,Partai kerbau,partai kerbau,partai kerbau,[],[],[],"['partai', 'kerbau']",partai kerbau,partai kerbau
2022-09-11T11:57:21.000Z,😁😁 wohh tidak bisa ini pesta rakyat woyy jgan buat sepi biar rame😂😂,Positif,wohh tidak bisa ini pesta rakyat woyy jgan buat sepi biar rame,wohh tidak bisa ini pesta rakyat woyy jgan buat sepi biar rame,wohh tidak bisa ini pesta rakyat woyy jangan buat sepi biar rame,['jangan'],['jgan'],[4846644098670069763],"['wohh', 'tidak', 'bisa', 'ini', 'pesta', 'rakyat', 'woyy', 'jangan', 'buat', 'sepi', 'biar', 'rame']",wohh pesta rakyat woyy sepi biar rame,wohh pesta rakyat woyy sepi biar rame
2022-09-11T05:53:38.000Z,hehehe ..... kardus,Positif,hehehe kardus,hehehe kardus,hehehe kardus,[],[],[],"['hehehe', 'kardus']",hehehe kardus,hehehe kardus
2022-09-11T13:09:49.000Z,belom log in aja yang menang sudah adah😁,Positif,belom log in aja yang menang sudah adah,belom log in aja yang menang sudah adah,belum log ini saja yang menang sudah adah,"['belum', 'ini', 'saja']","['belom', 'in', 'aja']","[-7660323108017323939, -7889021179384046429, 4947893755461839197]","['belum', 'log', 'ini', 'saja', 'yang', 'menang', 'sudah', 'adah']",log menang adah,log menang adah
2022-09-11T13:08:15.000Z,"fix system bot, sudah terfikir kan",Positif,fix system bot sudah terfikir kan,fix system bot sudah terfikir kan,fix system bot sudah terfikir kan,[],[],[],"['fix', 'system', 'bot', 'sudah', 'terfikir', 'kan']",fix system bot terfikir,fix system bot terfikir
2022-09-11T13:03:28.000Z,biar makin irit & makin gampang memanipulasi nya,Negatif,biar makin irit makin gampang memanipulasi nya,biar makin irit makin gampang memanipulasi nya,biar makin irit makin gampang memanipulasi ya,['ya'],['nya'],[1299325212670585337],"['biar', 'makin', 'irit', 'makin', 'gampang', 'memanipulasi', 'ya']",biar irit gampang memanipulasi,biar irit gampang manipulasi
2022-09-11T05:50:47.000Z,"karna apa ,rezim udh bnyak mengantongi dta digital masyarakat indonesia jadi bisa auto win",Negatif,karna apa rezim udh bnyak mengantongi dta digital masyarakat indonesia jadi bisa auto win,karna apa rezim udh bnyak mengantongi dta digital masyarakat indonesia jadi bisa auto win,karena apa rezim sudah banyak mengantongi dta digital masyarakat indonesia jadi bisa auto win,"['karena', 'sudah', 'banyak']","['karna', 'udh', 'bnyak']","[276339819490763736, 348838239698359712, -1829858957899360487]","['karena', 'apa', 'rezim', 'sudah', 'banyak', 'mengantongi', 'dta', 'digital', 'masyarakat', 'indonesia', 'jadi', 'bisa', 'auto', 'win']",rezim mengantongi dta digital masyarakat indonesia win,rezim kantong dta digital masyarakat indonesia win
2022-09-11T05:50:37.000Z,"inii presedin kita lagii
menyiapakan apa lagi bapakku",Negatif,inii presedin kita lagii menyiapakan apa lagi bapakku,inii presedin kita lagii menyiapakan apa lagi bapakku,ini presedin kita lagi menyiapakan apa lagi bapakku,"['ini', 'lagi']","['inii', 'lagii']","[908662839632538039, -911811084477356886]","['ini', 'presedin', 'kita', 'lagi', 'menyiapakan', 'apa', 'lagi', 'bapakku']",presedin menyiapakan bapakku,presedin siapa bapak
2022-09-11T05:47:29.000Z,sudah mulai gelisah,Positif,sudah mulai gelisah,sudah mulai gelisah,sudah mulai gelisah,[],[],[],"['sudah', 'mulai', 'gelisah']",gelisah,gelisah
2022-09-11T05:47:19.000Z,Trss yang pegang server datanya komplotan Mega-chan 🗿,Negatif,Trss yang pegang server datanya komplotan Mega chan,trss yang pegang server datanya komplotan mega chan,trss yang pegang server datanya komplotan mega chan,[],[],[],"['trss', 'yang', 'pegang', 'server', 'datanya', 'komplotan', 'mega', 'chan']",trss pegang server datanya komplotan mega chan,trss pegang server data komplot mega chan
2022-09-11T05:46:30.000Z,nanti dihacker lagi 😌,Negatif,nanti dihacker lagi,nanti dihacker lagi,nanti dihacker lagi,[],[],[],"['nanti', 'dihacker', 'lagi']",dihacker,dihacker
2022-09-11T05:43:52.000Z,wong cilik mau hemat. tp bikin ruang si ibu banteng 6m lebih😂😂😂,Positif,wong cilik mau hemat tp bikin ruang si ibu banteng m lebih,wong cilik mau hemat tp bikin ruang si ibu banteng m lebih,wong cilik mau hemat tapi bikin ruang sih ibu banteng sama lebih,"['tapi', 'sih', 'sama']","['tp', 'si', 'm']","[7511649191942204706, 4780869782332369313, 3160885580292041895]","['wong', 'cilik', 'mau', 'hemat', 'tapi', 'bikin', 'ruang', 'sih', 'ibu', 'banteng', 'sama', 'lebih']",cilik hemat bikin ruang banteng,cilik hemat bikin ruang banteng
2022-09-11T05:41:37.000Z,Tidak semudah ituu,Negatif,Tidak semudah ituu,tidak semudah ituu,tidak semudah itu,['itu'],['ituu'],[-9022239828283396999],"['tidak', 'semudah', 'itu']",semudah,mudah
2022-09-11T05:41:31.000Z,fix presidennya perempuan sih inii 😂,Negatif,fix presidennya perempuan sih inii,fix presidennya perempuan sih inii,fix presidennya perempuan sih ini,['ini'],['inii'],[908662839632538039],"['fix', 'presidennya', 'perempuan', 'sih', 'ini']",fix presidennya perempuan,fix presiden perempuan
2022-09-11T05:40:41.000Z,anjir emang presiden satu ini,Positif,anjir emang presiden satu ini,anjir emang presiden satu ini,anjir memang presiden satu ini,['memang'],['emang'],[-585053704181815846],"['anjir', 'memang', 'presiden', 'satu', 'ini']",anjir presiden,anjir presiden
2022-09-11T05:39:23.000Z,biar bisa irit atau biar banteng jadi penguasa lagi,Positif,biar bisa irit atau biar banteng jadi penguasa lagi,biar bisa irit atau biar banteng jadi penguasa lagi,biar bisa irit atau biar banteng jadi penguasa lagi,[],[],[],"['biar', 'bisa', 'irit', 'atau', 'biar', 'banteng', 'jadi', 'penguasa', 'lagi']",biar irit biar banteng penguasa,biar irit biar banteng kuasa
2022-09-11T05:37:06.000Z,tolak usulan seperti itu,Negatif,tolak usulan seperti itu,tolak usulan seperti itu,tolak usulan seperti itu,[],[],[],"['tolak', 'usulan', 'seperti', 'itu']",tolak usulan,tolak usul
2022-09-11T05:33:23.000Z,hanya di konoha pilpres blm selesai.pemenangnya diumumkan tengah malam,Negatif,hanya di konoha pilpres blm selesai pemenangnya diumumkan tengah malam,hanya di konoha pilpres blm selesai pemenangnya diumumkan tengah malam,hanya di konoha pilpres belum selesai pemenangnya diumumkan tengah malam,['belum'],['blm'],[7068770160441217854],"['hanya', 'di', 'konoha', 'pilpres', 'belum', 'selesai', 'pemenangnya', 'diumumkan', 'tengah', 'malam']",konoha pilpres selesai pemenangnya diumumkan malam,konoha pilpres selesai menang umum malam
2022-09-11T05:32:17.000Z,Chuuaaaaaaaksss wkwkwkwk,Negatif,Chuuaaaaaaaksss wkwkwkwk,chuuaaaaaaaksss wkwkwkwk,chuuaaaaaaaksss wkwkwkwk,[],[],[],"['chuuaaaaaaaksss', 'wkwkwkwk']",chuuaaaaaaaksss wkwkwkwk,chuuaaaaaaaksss wkwkwkwk
2022-09-11T05:32:07.000Z,Data masyarakat aja bocor eh mau pemilu digital nt kadang kadang nt😂,Negatif,Data masyarakat aja bocor eh mau pemilu digital nt kadang kadang nt,data masyarakat aja bocor eh mau pemilu digital nt kadang kadang nt,data masyarakat saja bocor eh mau pemilu digital nanti kadang kadang nanti,"['saja', 'nanti', 'nanti']","['aja', 'nt', 'nt']","[4947893755461839197, 3849712398693366518, 3849712398693366518]","['data', 'masyarakat', 'saja', 'bocor', 'eh', 'mau', 'pemilu', 'digital', 'nanti', 'kadang', 'kadang', 'nanti']",data masyarakat bocor eh pemilu digital kadang kadang,data masyarakat bocor eh pemilu digital kadang kadang
2022-09-11T05:30:07.000Z,politik MMG kejam,Positif,politik MMG kejam,politik mmg kejam,politik memang kejam,['memang'],['mmg'],[5975164312383294808],"['politik', 'memang', 'kejam']",politik kejam,politik kejam
2022-09-11T05:29:01.000Z,Datanya auto kehack semua😌,Negatif,Datanya auto kehack semua,datanya auto kehack semua,datanya auto kehack semua,[],[],[],"['datanya', 'auto', 'kehack', 'semua']",datanya kehack,data kehack
2022-09-11T05:28:50.000Z,Pret sekarang saja data bisa bocor apalagi direkayasa,Negatif,Pret sekarang saja data bisa bocor apalagi direkayasa,pret sekarang saja data bisa bocor apalagi direkayasa,pret sekarang saja data bisa bocor apalagi direkayasa,[],[],[],"['pret', 'sekarang', 'saja', 'data', 'bisa', 'bocor', 'apalagi', 'direkayasa']",pret data bocor direkayasa,pret data bocor rekayasa
2022-09-11T05:27:48.000Z,terus wong tuwo tuwo sepuh sepuh g Reti caranya milih😅😅,Negatif,terus wong tuwo tuwo sepuh sepuh g Reti caranya milih,terus wong tuwo tuwo sepuh sepuh g reti caranya milih,terus wong tuwo tuwo sepuh sepuh tidak reti caranya memilih,"['tidak', 'memilih']","['g', 'milih']","[-8624568726212045342, 6462977376510395297]","['terus', 'wong', 'tuwo', 'tuwo', 'sepuh', 'sepuh', 'tidak', 'reti', 'caranya', 'memilih']",tuwo tuwo sepuh sepuh reti memilih,tuwo tuwo sepuh sepuh ret pilih
2022-09-11T05:27:36.000Z,mau pakai digital ? data sim bocor lagi ga tau siapa yang ngurus,Negatif,mau pakai digital data sim bocor lagi ga tau siapa yang ngurus,mau pakai digital data sim bocor lagi ga tau siapa yang ngurus,mau pakai digital data sim bocor lagi tidak tau siapa yang mengurus,"['tidak', 'mengurus']","['ga', 'ngurus']","[5723355088733332426, 2368455462320913093]","['mau', 'pakai', 'digital', 'data', 'sim', 'bocor', 'lagi', 'tidak', 'tau', 'siapa', 'yang', 'mengurus']",pakai digital data sim bocor tau mengurus,pakai digital data sim bocor tau urus
2022-09-11T05:25:22.000Z,langsung bocor lagi datanya,Negatif,langsung bocor lagi datanya,langsung bocor lagi datanya,langsung bocor lagi datanya,[],[],[],"['langsung', 'bocor', 'lagi', 'datanya']",langsung bocor datanya,langsung bocor data
2022-09-11T05:25:05.000Z,rencanA aplgi ini bestie,Negatif,rencanA aplgi ini bestie,rencana aplgi ini bestie,rencana aplgi ini bestie,[],[],[],"['rencana', 'aplgi', 'ini', 'bestie']",rencana aplgi bestie,rencana aplgi bestie
2022-09-11T05:22:39.000Z,"Gimana NIK sdh bocor dan mau dibikin online.
Yo jelas menang lagi.
Ora percoyo blas.
Kalau pemilu diadakan secara manual dg jujur, dan transparan.OK",Positif,Gimana NIK sdh bocor dan mau dibikin online Yo jelas menang lagi Ora percoyo blas Kalau pemilu diadakan secara manual dg jujur dan transparan OK,gimana nik sdh bocor dan mau dibikin online yo jelas menang lagi ora percoyo blas kalau pemilu diadakan secara manual dg jujur dan transparan ok,bagaimana nik sudah bocor dan mau dibikin online ya jelas menang lagi ora percoyo blas kalau pemilu diadakan secara manual dengan jujur dan transparan ok,"['bagaimana', 'sudah', 'ya', 'dengan']","['gimana', 'sdh', 'yo', 'dg']","[-6761825085952931372, -1189834226085990113, -5277010799544966696, -6669262679047929524]","['bagaimana', 'nik', 'sudah', 'bocor', 'dan', 'mau', 'dibikin', 'online', 'ya', 'jelas', 'menang', 'lagi', 'ora', 'percoyo', 'blas', 'kalau', 'pemilu', 'diadakan', 'secara', 'manual', 'dengan', 'jujur', 'dan', 'transparan', 'ok']",nik bocor dibikin online menang ora percoyo blas pemilu diadakan manual jujur transparan ok,nik bocor bikin online menang ora percoyo blas pemilu ada manual jujur transparan ok
2022-09-11T05:21:15.000Z,😏😂😂,Negatif,,,,[],[],[],[],,
2022-09-11T05:13:46.000Z,lewat feeling ajaa pak sekalian dah...,Positif,lewat feeling ajaa pak sekalian dah,lewat feeling ajaa pak sekalian dah,lewat feeling saja pak sekalian sudah,"['saja', 'sudah']","['ajaa', 'dah']","[3549145750146151649, 8433543909549882360]","['lewat', 'feeling', 'saja', 'pak', 'sekalian', 'sudah']",feeling,feeling
2022-09-11T05:08:04.000Z,Halah sa ae 😂 rakyat sudah pintar bosku 😁,Positif,Halah sa ae rakyat sudah pintar bosku,halah sa ae rakyat sudah pintar bosku,halah sa saja rakyat sudah pintar bosku,['saja'],['ae'],[-1727749908749328631],"['halah', 'sa', 'saja', 'rakyat', 'sudah', 'pintar', 'bosku']",halah sa rakyat pintar bosku,halah sa rakyat pintar bos
2022-09-11T05:04:19.000Z,sekarang aja pemilu ulang,Negatif,sekarang aja pemilu ulang,sekarang aja pemilu ulang,sekarang saja pemilu ulang,['saja'],['aja'],[4947893755461839197],"['sekarang', 'saja', 'pemilu', 'ulang']",pemilu ulang,pemilu ulang
2022-09-11T05:00:32.000Z,Yakiinn ?? Paling mudah hacker vs hacker nanti ni,Negatif,Yakiinn Paling mudah hacker vs hacker nanti ni,yakiinn paling mudah hacker vs hacker nanti ni,yakiinn paling mudah hacker vs hacker nanti nih,['nih'],['ni'],[3118437246811601874],"['yakiinn', 'paling', 'mudah', 'hacker', 'vs', 'hacker', 'nanti', 'nih']",yakiinn mudah hacker vs hacker,yakiinn mudah hacker vs hacker
2022-09-11T04:57:43.000Z,dan kalau pemilu via digital pemenangnya sudah dipastikan dari banteng😁,Positif,dan kalau pemilu via digital pemenangnya sudah dipastikan dari banteng,dan kalau pemilu via digital pemenangnya sudah dipastikan dari banteng,dan kalau pemilu via digital pemenangnya sudah dipastikan dari banteng,[],[],[],"['dan', 'kalau', 'pemilu', 'via', 'digital', 'pemenangnya', 'sudah', 'dipastikan', 'dari', 'banteng']",pemilu via digital pemenangnya banteng,pemilu via digital menang banteng
2022-09-11T04:55:20.000Z,wkwkwkwk jagain data kita ajah gak bisa,Negatif,wkwkwkwk jagain data kita ajah gak bisa,wkwkwkwk jagain data kita ajah gak bisa,wkwkwkwk menjaga data kita saja tidak bisa,"['menjaga', 'saja', 'tidak']","['jagain', 'ajah', 'gak']","[2651656816114809704, 7953887672966594541, 3568075961566883199]","['wkwkwkwk', 'menjaga', 'data', 'kita', 'saja', 'tidak', 'bisa']",wkwkwkwk menjaga data,wkwkwkwk jaga data
2022-09-11T04:54:35.000Z,cieeee yang pingin menang lagi,Negatif,cieeee yang pingin menang lagi,cieeee yang pingin menang lagi,cie yang pengin menang lagi,"['cie', 'pengin']","['cieeee', 'pingin']","[2041344036644812351, 5931845407653967142]","['cie', 'yang', 'pengin', 'menang', 'lagi']",cie pengin menang,cie pengin menang
2022-09-11T04:51:02.000Z,Disagree 🙏,Negatif,Disagree,disagree,disagree,[],[],[],['disagree'],disagree,disagree
2022-09-11T04:50:32.000Z,biar irit apa biar mudah utk d manipulasi.. yg manual aja bisa d manipulasi apa lg yg digital.. 😎,Negatif,biar irit apa biar mudah utk d manipulasi yg manual aja bisa d manipulasi apa lg yg digital,biar irit apa biar mudah utk d manipulasi yg manual aja bisa d manipulasi apa lg yg digital,biar irit apa biar mudah untuk di manipulasi yang manual saja bisa di manipulasi apa lagi yang digital,"['untuk', 'di', 'yang', 'saja', 'di', 'lagi', 'yang']","['utk', 'd', 'yg', 'aja', 'd', 'lg', 'yg']","[-8111974127941293929, 4221246409017875699, -4203579751553908046, 4947893755461839197, 4221246409017875699, 3963008198877422414, -4203579751553908046]","['biar', 'irit', 'apa', 'biar', 'mudah', 'untuk', 'di', 'manipulasi', 'yang', 'manual', 'saja', 'bisa', 'di', 'manipulasi', 'apa', 'lagi', 'yang', 'digital']",biar irit biar mudah manipulasi manual manipulasi digital,biar irit biar mudah manipulasi manual manipulasi digital
2022-09-11T04:50:18.000Z,"semua data penduduk kan sudah dapat saat proses vaksin, jangan2 nii😏",Negatif,semua data penduduk kan sudah dapat saat proses vaksin jangan nii,semua data penduduk kan sudah dapat saat proses vaksin jangan nii,semua data penduduk kan sudah dapat saat proses vaksin jangan ini,['ini'],['nii'],[-9049862884085707829],"['semua', 'data', 'penduduk', 'kan', 'sudah', 'dapat', 'saat', 'proses', 'vaksin', 'jangan', 'ini']",data penduduk proses vaksin,data duduk proses vaksin
2022-09-11T04:49:53.000Z,database aja kebongkar😅,Negatif,database aja kebongkar,database aja kebongkar,database saja terbongkar,"['saja', 'terbongkar']","['aja', 'kebongkar']","[4947893755461839197, -7414612808981538447]","['database', 'saja', 'terbongkar']",database terbongkar,database bongkar
2022-09-11T04:49:38.000Z,makin g percaya,Negatif,makin g percaya,makin g percaya,makin tidak percaya,['tidak'],['g'],[-8624568726212045342],"['makin', 'tidak', 'percaya']",percaya,percaya
2022-09-11T04:47:53.000Z,"tapi hacker indonesia lebih maju dr yg pak presiden rencanakan ,,siap2 aj 😏semua akan terbongkar",Negatif,tapi hacker indonesia lebih maju dr yg pak presiden rencanakan siap aj semua akan terbongkar,tapi hacker indonesia lebih maju dr yg pak presiden rencanakan siap aj semua akan terbongkar,tapi hacker indonesia lebih maju dari yang pak presiden rencanakan siap saja semua akan terbongkar,"['dari', 'yang', 'saja']","['dr', 'yg', 'aj']","[5428969455288668235, -4203579751553908046, 5040236442138878747]","['tapi', 'hacker', 'indonesia', 'lebih', 'maju', 'dari', 'yang', 'pak', 'presiden', 'rencanakan', 'siap', 'saja', 'semua', 'akan', 'terbongkar']",hacker indonesia maju presiden rencanakan terbongkar,hacker indonesia maju presiden rencana bongkar
2022-09-11T04:46:29.000Z,"siap"" lah lanjut 100 periode. kalau gitu cara pemilu nya",Negatif,siap lah lanjut periode kalau gitu cara pemilu nya,siap lah lanjut periode kalau gitu cara pemilu nya,siap lah lanjut periode kalau begitu cara pemilu ya,"['begitu', 'ya']","['gitu', 'nya']","[-786857552720105765, 1299325212670585337]","['siap', 'lah', 'lanjut', 'periode', 'kalau', 'begitu', 'cara', 'pemilu', 'ya']",periode pemilu,periode pemilu
2022-09-11T04:44:58.000Z,"APAKAH SANDIWARA DATA KE HACKERS 😂😂😂
FILM NYA JANGAN MUDAH DI BACA PAK",Negatif,APAKAH SANDIWARA DATA KE HACKERS FILM NYA JANGAN MUDAH DI BACA PAK,apakah sandiwara data ke hackers film nya jangan mudah di baca pak,apakah sandiwara data ke hackers film ya jangan mudah di baca pak,['ya'],['nya'],[1299325212670585337],"['apakah', 'sandiwara', 'data', 'ke', 'hackers', 'film', 'ya', 'jangan', 'mudah', 'di', 'baca', 'pak']",sandiwara data hackers film mudah baca,sandiwara data hackers film mudah baca
2022-09-11T04:44:07.000Z,klau lewat digital bisa rekayas lagi,Negatif,klau lewat digital bisa rekayas lagi,klau lewat digital bisa rekayas lagi,kalau lewat digital bisa rekayas lagi,['kalau'],['klau'],[6636357115338392692],"['kalau', 'lewat', 'digital', 'bisa', 'rekayas', 'lagi']",digital rekayas,digital rekayas
2022-09-11T04:43:40.000Z,trik apalagi yg kau gunakan BESTie........😂😂😂😂,Negatif,trik apalagi yg kau gunakan BESTie,trik apalagi yg kau gunakan bestie,trik apalagi yang kau gunakan bestie,['yang'],['yg'],[-4203579751553908046],"['trik', 'apalagi', 'yang', 'kau', 'gunakan', 'bestie']",trik kau bestie,trik kau bestie
2022-09-11T04:42:30.000Z,hati2 dengan kecurangan.,Negatif,hati dengan kecurangan,hati dengan kecurangan,hati dengan kecurangan,[],[],[],"['hati', 'dengan', 'kecurangan']",hati kecurangan,hati curang
2022-09-11T04:38:35.000Z,"nanti di edit ah, yang menang siapa yang kalah siapa 😁",Negatif,nanti di edit ah yang menang siapa yang kalah siapa,nanti di edit ah yang menang siapa yang kalah siapa,nanti di edit ah yang menang siapa yang kalah siapa,[],[],[],"['nanti', 'di', 'edit', 'ah', 'yang', 'menang', 'siapa', 'yang', 'kalah', 'siapa']",edit ah menang kalah,edit ah menang kalah
2022-09-11T04:35:46.000Z,"nanti di hacker lagi, piye toh",Negatif,nanti di hacker lagi piye toh,nanti di hacker lagi piye toh,nanti di hacker lagi piye toh,[],[],[],"['nanti', 'di', 'hacker', 'lagi', 'piye', 'toh']",hacker piye,hacker piye
2022-09-11T04:32:21.000Z,pasti menang bpk sama anak,Positif,pasti menang bpk sama anak,pasti menang bpk sama anak,pasti menang bpk sama anak,[],[],[],"['pasti', 'menang', 'bpk', 'sama', 'anak']",menang bpk anak,menang bpk anak
2022-09-11T04:24:13.000Z,awet ya org begini,Negatif,awet ya org begini,awet ya org begini,awet ya orang begini,['orang'],['org'],[7287016188081360592],"['awet', 'ya', 'orang', 'begini']",awet orang,awet orang
2022-09-11T04:23:15.000Z,langsung tau dong siapa yang menang klo gini,Negatif,langsung tau dong siapa yang menang klo gini,langsung tau dong siapa yang menang klo gini,langsung tau dong siapa yang menang kalau begini,"['kalau', 'begini']","['klo', 'gini']","[7187231021383550789, 5330443303491622591]","['langsung', 'tau', 'dong', 'siapa', 'yang', 'menang', 'kalau', 'begini']",langsung tau menang,langsung tau menang
2022-09-11T08:07:25.000Z,"aku pribadi tidak seteju,takut data pribadi bocor ""ingat kata para Hecker yang jaga data para ahli politik bukan para ahli internet/Hecker """,Negatif,aku pribadi tidak seteju takut data pribadi bocor ingat kata para Hecker yang jaga data para ahli politik bukan para ahli internet Hecker,aku pribadi tidak seteju takut data pribadi bocor ingat kata para hecker yang jaga data para ahli politik bukan para ahli internet hecker,aku pribadi tidak seteju takut data pribadi bocor ingat kata para hecker yang jaga data para ahli politik bukan para ahli internet hecker,[],[],[],"['aku', 'pribadi', 'tidak', 'seteju', 'takut', 'data', 'pribadi', 'bocor', 'ingat', 'kata', 'para', 'hecker', 'yang', 'jaga', 'data', 'para', 'ahli', 'politik', 'bukan', 'para', 'ahli', 'internet', 'hecker']",pribadi seteju takut data pribadi bocor hecker jaga data ahli politik ahli internet hecker,pribadi seteju takut data pribadi bocor hecker jaga data ahli politik ahli internet hecker
2022-09-11T04:21:48.000Z,no,Positif,no,no,no,[],[],[],['no'],no,no
2022-09-11T04:20:56.000Z,😂😂Bisa dimanipulasi donk yg paham IT pasti tau krn bisa di Edit2,Negatif,Bisa dimanipulasi donk yg paham IT pasti tau krn bisa di Edit,bisa dimanipulasi donk yg paham it pasti tau krn bisa di edit,bisa dimanipulasi dong yang paham itu pasti tau karena bisa di edit,"['dong', 'yang', 'itu', 'karena']","['donk', 'yg', 'it', 'krn']","[-7652824879899347151, -4203579751553908046, -3599988801184413900, -5130240207888102516]","['bisa', 'dimanipulasi', 'dong', 'yang', 'paham', 'itu', 'pasti', 'tau', 'karena', 'bisa', 'di', 'edit']",dimanipulasi paham tau edit,manipulasi paham tau edit
2022-09-11T11:24:59.000Z,lbih irit lg gak usah,Negatif,lbih irit lg gak usah,lbih irit lg gak usah,lebih irit lagi tidak usah,"['lebih', 'lagi', 'tidak']","['lbih', 'lg', 'gak']","[532799215364319913, 3963008198877422414, 3568075961566883199]","['lebih', 'irit', 'lagi', 'tidak', 'usah']",irit,irit
2022-09-11T04:20:21.000Z,"wkwkwk, udah ketebak sih siapa yg jadi presiden selanjutnya kalo sistem ini di adakan🤣",Negatif,wkwkwk udah ketebak sih siapa yg jadi presiden selanjutnya kalo sistem ini di adakan,wkwkwk udah ketebak sih siapa yg jadi presiden selanjutnya kalo sistem ini di adakan,wkwkwk sudah ketebak sih siapa yang jadi presiden selanjutnya kalau sistem ini di adakan,"['sudah', 'yang', 'kalau']","['udah', 'yg', 'kalo']","[-3393784963511566665, -4203579751553908046, 3889910046600889236]","['wkwkwk', 'sudah', 'ketebak', 'sih', 'siapa', 'yang', 'jadi', 'presiden', 'selanjutnya', 'kalau', 'sistem', 'ini', 'di', 'adakan']",ketebak presiden sistem adakan,tebak presiden sistem adakan
2022-09-11T04:20:08.000Z,tidak semua warga masyarakat mengerti digital pak🙏,Negatif,tidak semua warga masyarakat mengerti digital pak,tidak semua warga masyarakat mengerti digital pak,tidak semua warga masyarakat mengerti digital pak,[],[],[],"['tidak', 'semua', 'warga', 'masyarakat', 'mengerti', 'digital', 'pak']",warga masyarakat mengerti digital,warga masyarakat erti digital
2022-09-11T04:18:52.000Z,soal pengiritan warga harga gordeng aja mahal mending beli di ka jill aja deh,Negatif,soal pengiritan warga harga gordeng aja mahal mending beli di ka jill aja deh,soal pengiritan warga harga gordeng aja mahal mending beli di ka jill aja deh,soal pengiritan warga harga gordeng saja mahal mending beli di kak jill saja deh,"['saja', 'kak', 'saja']","['aja', 'ka', 'aja']","[4947893755461839197, 2104636764700527907, 4947893755461839197]","['soal', 'pengiritan', 'warga', 'harga', 'gordeng', 'saja', 'mahal', 'mending', 'beli', 'di', 'kak', 'jill', 'saja', 'deh']",pengiritan warga harga gordeng mahal mending beli kak jill,irit warga harga gordeng mahal mending beli kak jill
